SAZO,Necochea Airport,-38.4831,-58.8172,128.0,AvGas
SAZF,Olavarria Airport,-36.89,-60.2166,127.0,JA-a
SAZH,Tres Arroyos Airport,-38.3869,-60.3297,123.0,JA-a
SAZP,Comodoro Pedro Zanni Airport,-35.8446,-61.8576,128.0,AvGas
SAZL,Santa Teresita Airport,-36.5423,-56.7218,135.0,AvGas
SAZT,Tandil Airport,-37.2374,-59.2279,124.0,JA-a
SAZV,Villa Gesell Airport,-37.2354,-57.0292,130.0,AvGas
SANC,Coronel Felipe Varela International Airport,-28.5956,-65.7517,131.0,JA-a
SARS,Presidencia Roque Saenz Pena Airport,-26.7536,-60.4922,124.0,AvGas
SARE,Resistencia International Airport,-27.45,-59.0561,119.0,JA-a
SAVR,Alto Rio Senguer Airport,-45.0136,-70.8122,135.0,AvGas
SAVC,General Enrique Mosconi International Airport,-45.7853,-67.4655,131.0,JA-a
SAVD,El Maiten Airport,-42.0292,-71.1725,127.0,JA-a
SAVE,Esquel Airport,-42.908,-71.1395,122.0,AvGas
SAWS,Jose de San Martin Airport,-44.0486,-70.4589,126.0,AvGas
SAVM,Lago Musters Airport,-45.5824,-68.9998,134.0,AvGas
SAVY,El Tehuelche Airport,-42.7592,-65.1027,126.0,JA-a
SAVT,Almirante Marcos A. Zar Airport,-43.2105,-65.2703,122.0,JA-a
SAWM,Rio Mayo Airport,-45.7039,-70.2456,122.0,AvGas
SACO,Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport (Pajas Blancas),-31.3236,-64.208,134.0,JA-a
SACC,La Cumbre Airport,-31.0058,-64.5319,121.0,AvGas
SAOC,Las Higueras Airport,-33.0851,-64.2613,126.0,JA-a
SAOD,Villa Dolores Airport,-31.9452,-65.1463,122.0,AvGas
SARL,Paso de los Libres Airport,-29.6894,-57.1521,122.0,JA-a
SARC,Doctor Fernando Piragine Niveyro International Airport,-27.4455,-58.7619,120.0,JA-a
SARM,Monte Caseros Airport,-30.2719,-57.6402,123.0,JA-a
#SPILL!,Mercedes Airport,-29.2214,-58.0878,135.0,JA-a
SATG,Goya Airport,-29.1058,-59.2189,132.0,JA-a
SATU,Curuzu Cuatia Airport,-29.7706,-57.9789,118.0,AvGas
SAAC,Comodoro Pierrestegui Airport,-31.2969,-57.9966,126.0,JA-a
SAAG,Gualeguaychu Airport,-33.0103,-58.6131,129.0,AvGas
SAAP,General Justo Jose de Urquiza Airport,-31.7948,-60.4804,122.0,AvGas
SATC,Clorinda Airport,-25.3036,-57.7344,127.0,AvGas
SARF,Formosa International Airport (El Pucu Airport),-26.2127,-58.2281,125.0,AvGas
SATK,Alferez Armando Rodriguez Airport,-24.7214,-60.5488,121.0,JA-a
SASJ,Gobernador Horacio Guzman International Airport,-24.3928,-65.0978,126.0,JA-a
SAZG,General Pico Airport,-35.6962,-63.7583,121.0,JA-a
SAZR,Santa Rosa Airport (Argentina),-36.5883,-64.2757,119.0,AvGas
SANL,Capitan Vicente Almandos Almonacid Airport,-29.3816,-66.7958,127.0,AvGas
SAMR,San Rafael Airport (Argentina),-34.5883,-68.4039,127.0,AvGas
SAMM,Comodoro D. Ricardo Salomon Airport,-35.4936,-69.5743,125.0,AvGas
SAME,Gov. Francisco Gabrielli International Airport (El Plumerillo),-32.8317,-68.7929,122.0,AvGas
SATD,Eldorado Airport,-26.3975,-54.5747,133.0,JA-a
SARI,Cataratas del Iguazu International Airport,-25.7373,-54.4734,129.0,JA-a
SARP,Libertador General Jose de San Martin Airport,-27.3858,-55.9707,128.0,AvGas
SAHZ,Zapala Airport,-38.9755,-70.1136,130.0,AvGas
SAZY,Aviador Carlos Campos Airport,-40.0754,-71.1373,126.0,JA-a
SAZW,Cutral Co Airport,-38.9397,-69.2646,136.0,JA-a
SAHC,Chos Malal Airport,-37.4447,-70.2225,128.0,AvGas
SAZN,Presidente Peron International Air,-38.949,-68.1557,118.0,JA-a
SAHS,Rincon de los Sauces Airport,-37.3906,-68.9042,135.0,JA-a
SAZS,San Carlos de Bariloche Airport,-41.1512,-71.1575,127.0,JA-a
SAVB,El Bolson Airport,-41.9432,-71.5323,136.0,JA-a
SAHR,Dr. Arturo Umberto Illia Airport,-39.0007,-67.6205,136.0,AvGas
SAVJ,Ingeniero Jacobacci Airport (Capitan FAA H. R. Borden Airport),-41.3209,-69.5749,123.0,JA-a
SAVQ,Maquinchao Airport,-41.2431,-68.7078,132.0,AvGas
SAVN,Antoine de Saint Exupery Airport,-40.7512,-65.0343,121.0,JA-a
SAVS,Sierra Grande Airport,-41.5917,-65.3394,119.0,JA-a
SAVV,Gobernador Edgardo Castello Airport,-40.8692,-63.0004,126.0,JA-a
SASO,Oran Air,-23.1528,-64.3292,131.0,AvGas
SASA,Martin Miguel de Guemes International Airport,-24.856,-65.4862,127.0,JA-a
SAST,Tartagal Airport,-22.6196,-63.7937,118.0,JA-a
SANU,Domingo Faustino Sarmiento Airport,-31.5715,-68.4182,130.0,JA-a
SAOU,Brigadier Mayor Cesar Raul Ojeda Airport,-33.2732,-66.3564,128.0,JA-a
SAOS,Valle del Conlara Airport,-32.3847,-65.1865,120.0,AvGas
SAOR,Villa Reynolds Airport,-33.7299,-65.3874,119.0,AvGas
SAWA,Comandante Armando Tola International Airport,-50.2803,-72.0531,119.0,AvGas
SAWR,Gobernador Gregores Airport,-48.7831,-70.15,123.0,JA-a
SAVH,Las Heras Airport,-46.5383,-68.9653,130.0,AvGas
SAWP,Perito Moreno Airport,-46.5379,-70.9787,129.0,AvGas
SAWD,Puerto Deseado Airport,-47.7353,-65.9041,127.0,AvGas
SAWG,Piloto Civil Norberto Fernandez International Airport,-51.6089,-69.3126,133.0,JA-a
SAWT,Rio Turbio Airport,-51.605,-72.2203,128.0,JA-a
SAWU,Santa Cruz Airport (Argentina),-50.0165,-68.5792,123.0,AvGas
SAWJ,Capitan Jose Daniel Vazquez Airport,-49.3068,-67.8026,124.0,JA-a
SANW,Ceres Airport,-29.8723,-61.9279,126.0,JA-a
SAFS,Sunchales Airport,-30.9575,-61.5283,135.0,JA-a
SAFR,Rafaela Airport,-31.2825,-61.5017,132.0,AvGas
SATR,Reconquista Airport,-29.2103,-59.68,120.0,JA-a
SAAR,Rosario - Islas Malvinas International Airport,-32.9036,-60.785,127.0,AvGas
SAAV,Sauce Viejo Airport,-31.7117,-60.8117,132.0,AvGas
SANR,Termas de Rio Hondo Airport,-27.4966,-64.936,135.0,AvGas
SANE,Vicecomodoro Angel de la Paz Aragones Airport,-27.7656,-64.31,121.0,AvGas
SAWE,Hermes Quijada International Airport,-53.7777,-67.7494,129.0,AvGas
SAWH,Ushuaia - Malvinas Argentinas International Airport,-54.8433,-68.2958,136.0,AvGas
SANT,Teniente General Benjamin Matienzo International Airport,-26.8409,-65.1049,119.0,JA-a
NSAS,Ofu Airport,-14.1844,-169.67,121.0,AvGas
NSTU,Pago Pago International Airport,-14.331,-170.71,129.0,AvGas
LOWK,Klagenfurt Airport,46.6425,14.3377,125.0,JA-a
LOWW,Vienna International Airport,48.1103,16.5697,135.0,AvGas
LOWL,Linz Airport (Blue Danube Airport),48.2332,14.1875,132.0,AvGas
LOWS,Salzburg Airport,47.7933,13.0043,120.0,JA-a
LOWG,Graz Airport,46.9911,15.4396,122.0,AvGas
LOWI,Innsbruck Airport (Kranebitten Airport),47.2602,11.344,130.0,AvGas
LOIH,Hohenems-Dornbirn Airport,47.385,9.7,130.0,JA-a
YSCB,Canberra Airport,-35.3069,149.195,130.0,JA-a
YMAY,Albury Airport,-36.0678,146.958,118.0,JA-a
YARM,Armidale Airport,-30.5281,151.617,135.0,JA-a
YLMQ,Lake Macquarie Airport (Belmont Airport),-33.0667,151.648,129.0,JA-a
YBHI,Broken Hill Airport,-32.0014,141.472,134.0,JA-a
YBTH,Bathurst Airport,-33.4094,149.652,130.0,AvGas
YBNA,Ballina Byron Gateway Airport,-28.8339,153.562,130.0,AvGas
YBKE,Bourke Airport,-30.0392,145.952,133.0,AvGas
YBRW,Brewarrina Airport,-29.9739,146.817,129.0,AvGas
YSBK,Bankstown Airport,-33.9244,150.988,126.0,AvGas
YBRN,Balranald Airport,-34.6236,143.578,126.0,JA-a
YCBA,Cobar Airport,-31.5383,145.794,128.0,AvGas
YCDO,Condobolin Airport,-33.0644,147.209,128.0,JA-a
YSCN,Camden Airport,-34.0403,150.687,127.0,JA-a
YCNK,Cessnock Airport,-32.7875,151.342,128.0,AvGas
YCFS,Coffs Harbour Airport,-30.3206,153.116,131.0,JA-a
YCAH,Coolah Airport,-31.7733,149.61,135.0,AvGas
YCTM,Cootamundra Airport,-34.6239,148.028,124.0,AvGas
YCNM,Coonamble Airport,-30.9833,148.376,132.0,AvGas
YCBB,Coonabarabran Airport,-31.3325,149.267,127.0,JA-a
YCBR,Collarenebri Airport,-29.5217,148.582,119.0,AvGas
YCAS,Casino Airport,-28.8828,153.067,123.0,AvGas
YCUA,Cudal Airport,-33.2783,148.763,120.0,AvGas
YCWR,Cowra Airport,-33.8447,148.649,128.0,AvGas
YCOR,Corowa Airport,-35.9947,146.357,136.0,JA-a
YSDU,Dubbo City Regional Airport,-32.2167,148.575,121.0,JA-a
YMDG,Mudgee Airport,-32.5625,149.611,121.0,AvGas
YDLQ,Deniliquin Airport,-35.5594,144.946,122.0,JA-a
YEVD,Evans Head Memorial Aerodrome,-29.0933,153.42,124.0,AvGas
YFIL,Finley Airport,-35.6667,145.55,120.0,AvGas
YFST,Forster (Wallis Island) Airport,-32.2042,152.479,122.0,AvGas
YFBS,Forbes Airport,-33.3636,147.935,136.0,AvGas
YGTH,Griffith Airport,-34.2508,146.067,131.0,JA-a
YGFN,Clarence Valley Regional Airport,-29.7594,153.03,135.0,AvGas
YGLI,Glen Innes Airport,-29.675,151.689,123.0,AvGas
YSMB,Somersby Airfield,-33.3678,151.3,132.0,JA-a
YGDH,Gunnedah Airport,-30.9611,150.251,121.0,AvGas
YGLB,Goulburn Airport,-34.8103,149.726,119.0,AvGas
YHAY,Hay Airport,-34.5314,144.83,133.0,JA-a
YIVL,Inverell Airport,-29.8883,151.144,136.0,JA-a
YKMP,Kempsey Airport,-31.0744,152.77,135.0,AvGas
YLHI,Lord Howe Island Airport,-31.5383,159.077,126.0,JA-a
YLRD,Lightning Ridge Airport,-29.4567,147.984,127.0,JA-a
YLIS,Lismore Airport,-28.8303,153.26,129.0,JA-a
YMER,Merimbula Airport,-36.9086,149.901,136.0,JA-a
YMOR,Moree Airport,-29.4989,149.845,124.0,JA-a
YMND,Maitland Airport,-32.7013,151.493,128.0,JA-a
YMRY,Moruya Airport,-35.8978,150.144,132.0,AvGas
YNBR,Narrabri Airport,-30.3192,149.827,135.0,JA-a
YNHS,Nambucca Heads Airport,-30.65,153,128.0,AvGas
YYNG,Young Airport,-34.2556,148.248,135.0,AvGas
YSNW,NAS Nowra,-34.9489,150.537,132.0,AvGas
YNAR,Narrandera Airport,-34.7022,146.512,130.0,JA-a
YSCO,Scone Airport,-32.0372,150.832,135.0,JA-a
YWLM,Newcastle Airport / RAAF Base Williamtown,-32.795,151.834,123.0,AvGas
YNYN,Nyngan Airport,-31.5511,147.203,121.0,AvGas
YORG,Orange Airport,-33.3817,149.133,120.0,AvGas
YCOM,Cooma-Snowy Mountains Airport,-36.3006,148.974,118.0,AvGas
YPKS,Parkes Airport,-33.1314,148.239,133.0,AvGas
YPMQ,Port Macquarie Airport,-31.4358,152.863,121.0,AvGas
YSGT,Singleton Airport,-32.6008,151.193,122.0,AvGas
YSSY,Sydney Airport (Kingsford Smith Airport),-33.9461,151.177,125.0,JA-a
YTOC,Tocumwal Airport,-35.8117,145.608,127.0,JA-a
YTEM,Temora Airport,-34.4214,147.512,120.0,JA-a
YSTW,Tamworth Regional Airport,-31.0839,150.847,135.0,JA-a
YTRE,Taree Airport,-31.8886,152.514,131.0,JA-a
YTMU,Tumut Airport,-35.2628,148.241,135.0,AvGas
YTIB,Tibooburra Airport,-29.4511,142.058,128.0,JA-a
YQDI,Quirindi Airport,-31.4906,150.514,131.0,JA-a
YWWA,Wee Waa Airport,-30.2583,149.408,134.0,AvGas
YSWG,Wagga Wagga Airport,-35.1653,147.466,123.0,JA-a
YWLG,Walgett Airport,-30.0328,148.126,118.0,JA-a
YWCA,Wilcannia Airport,-31.5264,143.375,119.0,AvGas
YWCH,Walcha Airport,-31,151.567,134.0,AvGas
YWOL,Illawarra Regional Airport,-34.5611,150.789,120.0,AvGas
YWWL,West Wyalong Airport,-33.9372,147.191,118.0,JA-a
YSRI,RAAF Base Richmond,-33.6006,150.781,136.0,AvGas
YBAS,Alice Springs Airport,-23.8067,133.902,127.0,AvGas
YAUV,Auvergne Airport,-15.7,130,118.0,JA-a
YALX,Alexandria Homestead Airport,-19.0602,136.71,127.0,JA-a
YAYE,Ayers Rock Airport,-25.1861,130.976,128.0,JA-a
YBRL,Borroloola Airport,-16.0753,136.302,118.0,JA-a
YBTI,Bathurst Island Airport,-11.7692,130.62,134.0,JA-a
YCOO,Cooinda Airport,-12.9033,132.532,126.0,AvGas
YCFD,Camfield Airport,-17.0217,131.327,119.0,JA-a
YCKI,Croker Island Airport,-11.165,132.483,131.0,AvGas
YDVR,Docker River Airport,-24.86,129.07,118.0,JA-a
YDLV,Delissaville Airport,-12.55,130.685,119.0,AvGas
YPDN,Darwin International Airport,-12.4147,130.877,119.0,JA-a
YELD,Elcho Island Airport,-12.0194,135.571,118.0,AvGas
YFNE,Finke Airport,-25.5947,134.583,130.0,AvGas
YGBI,South Goulburn Island Airport,-11.65,133.382,123.0,AvGas
YPGV,Gove Airport,-12.2694,136.818,129.0,JA-a
YGPT,Garden Point Airport,-11.4025,130.422,129.0,AvGas
YGTE,Groote Eylandt Airport,-13.975,136.46,122.0,JA-a
YTGT,The Granites Airport,-26.9483,133.607,123.0,AvGas
YHMB,Hermannsburg Airport,-23.93,132.805,126.0,JA-a
YHOO,Hooker Creek Airport,-18.3367,130.638,127.0,AvGas
YHBY,Henbury Airport,-24.584,133.236,118.0,JA-a
YHBR,Humbert River Airport,-16.4897,130.63,119.0,JA-a
YINW,Inverway Airport,-17.8411,129.643,121.0,JA-a
YJAB,Jabiru Airport,-12.6583,132.893,133.0,AvGas
YKCA,Kings Canyon Airport,-24.26,131.49,136.0,JA-a
YKCS,Kings Creek Station Airport,-24.4233,131.835,133.0,JA-a
YKKG,Kalkgurung Airport,-17.4319,130.808,120.0,AvGas
YPTN,RAAF Base Tindal,-14.5211,132.378,126.0,AvGas
YLEV,Lake Evella Airport,-12.4989,135.806,131.0,JA-a
YLKN,Lake Nash Airport,-20.9807,137.918,126.0,JA-a
YMHU,McArthur River Mine Airport,-16.4425,136.084,125.0,AvGas
YMCR,Manners Creek Airport,-22.1,137.983,129.0,AvGas
YMGB,Milingimbi Airport,-12.0944,134.894,131.0,AvGas
YMVG,Mount Cavenagh Airport,-25.9667,133.2,127.0,JA-a
YMGD,Maningrida Airport,-12.0561,134.234,135.0,AvGas
YMDS,MacDonald Downs Airport,-22.444,135.199,119.0,AvGas
YMQA,Marqua Airport,-22.8058,137.251,121.0,JA-a
YMNS,Mount Swan Airport,-22.6247,135.035,135.0,JA-a
YMSF,Mount Sandford Station Airport,-16.9783,130.555,125.0,JA-a
YMUP,Mulga Park Airport,-25.86,131.65,131.0,JA-a
YNUM,Numbulwar Airport,-14.2717,135.717,135.0,AvGas
YKPT,Port Keats Airfield,-14.25,129.529,132.0,AvGas
YRNG,Ramingining Airport,-12.3564,134.898,132.0,JA-a
YRKD,Rockhampton Downs Airport,-18.9533,135.201,129.0,AvGas
YRRB,Roper Bar Airport,-14.7348,134.525,129.0,AvGas
YNGU,Ngukurr Airport,-14.7228,134.747,133.0,JA-a
YSMP,Smith Point Airport,-11.15,132.15,130.0,JA-a
YSNB,Snake Bay Airport,-11.4228,130.654,125.0,JA-a
YTBR,Timber Creek Airport,-15.62,130.445,128.0,JA-a
YTNK,Tennant Creek Airport,-19.6344,134.183,120.0,JA-a
YTMY,Tobermorey Airport,-22.2558,137.953,122.0,AvGas
YVRD,Victoria River Downs Airport,-16.4021,131.005,120.0,AvGas
YWAV,Wave Hill Airport,-17.3933,131.118,124.0,AvGas
YWOR,Wollogorang Airport,-17.2199,137.935,135.0,JA-a
YWTL,Waterloo Airport,-16.63,129.32,132.0,AvGas
YYND,Yuendumu Airport,-22.2542,131.782,124.0,AvGas
YARY,Arrabury Airport,-26.693,141.048,121.0,JA-a
YABI,Abingdon Airport,-17.6167,143.167,118.0,JA-a
YAPH,Alpha Airport,-23.6461,146.584,125.0,JA-a
YNPE,Northern Peninsula Airport,-10.9508,142.459,129.0,JA-a
YAGD,Augustus Downs Airport,-18.515,139.878,130.0,JA-a
YAUR,Aurukun Airport,-13.3541,141.721,130.0,AvGas
YAMC,Aramac Airport,-22.9667,145.242,132.0,JA-a
YAYR,Ayr Airport,-19.5844,147.329,135.0,AvGas
YLLE,Ballera Airport,-27.4056,141.809,119.0,JA-a
YBAR,Barcaldine Airport,-23.5653,145.307,123.0,AvGas
YBUD,Bundaberg Airport,-24.9039,152.319,121.0,AvGas
YBAU,Badu Island Airport,-10.15,142.173,122.0,JA-a
YBIE,Bedourie Airport,-24.3461,139.46,134.0,AvGas
YBAW,Barkly Downs Airport,-20.4958,138.475,122.0,AvGas
YBCK,Blackall Airport,-24.4278,145.429,120.0,AvGas
YBLL,Bollon Airport,-28.0583,147.483,122.0,JA-a
YBTR,Blackwater Airport,-23.6031,148.807,129.0,JA-a
YBPI,Brampton Island Airport,-20.8033,149.27,133.0,JA-a
YBBN,Brisbane Airport,-27.3842,153.117,120.0,JA-a
YBOU,Boulia Airport,-22.9133,139.9,126.0,JA-a
YBEO,Betoota Airport,-25.6417,140.783,127.0,JA-a
YBKT,Burketown Airport,-17.7486,139.534,136.0,JA-a
YBDV,Birdsville Airport,-25.8975,139.348,130.0,AvGas
YCCA,Chinchilla Airport,-26.775,150.617,119.0,AvGas
YCRY,Croydon Airport,-18.225,142.258,131.0,JA-a
YCMU,Cunnamulla Airport,-28.03,145.622,123.0,JA-a
YCMW,Camooweal Airport,-19.9117,138.125,131.0,JA-a
YCMT,Clermont Airport,-22.7731,147.621,121.0,AvGas
YCCT,Coconut Island Airport,-10.05,143.07,119.0,AvGas
YCCY,Cloncurry Airport,-20.6686,140.504,118.0,AvGas
YBCS,Cairns Airport,-16.8858,145.755,127.0,JA-a
YBCV,Charleville Airport,-26.4133,146.262,121.0,JA-a
YCKN,Cooktown Airport,-15.4447,145.184,125.0,JA-a
YCDR,Caloundra Airport,-26.8,153.1,129.0,AvGas
YCOE,Coen Airport,-13.7611,143.113,120.0,JA-a
YCHT,Charters Towers Airport,-20.0431,146.273,133.0,JA-a
YUNY,Cluny Airport,-24.5167,139.617,127.0,JA-a
YDAY,Dalby Airport,-27.1553,151.267,136.0,AvGas
YDLT,Delta Downs Airport,-16.9917,141.317,123.0,AvGas
YDRH,Durham Downs Airport,-27.075,141.9,135.0,JA-a
YDKI,Dunk Island Airport,-17.9417,146.14,135.0,JA-a
YDMG,Doomadgee Airport,-17.9403,138.822,122.0,AvGas
YDBR,Dunbar Airport,-16.05,142.4,126.0,JA-a
YDOR,Dorunda Airport,-16.5537,141.824,134.0,AvGas
YDBI,Dirranbandi Airport,-28.5917,148.217,119.0,JA-a
YDRI,Durrie Airport,-25.685,140.228,126.0,AvGas
YDPD,Davenport Downs Airport,-24.15,141.108,136.0,AvGas
YDIX,Dixie Airport,-15.1175,143.316,118.0,JA-a
YDYS,Dysart Airport,-22.6222,148.364,126.0,JA-a
YPMP,Edward River Airport,-14.8965,141.609,130.0,AvGas
YEML,Emerald Airport,-23.5675,148.179,129.0,AvGas
YESE,Elrose Airport,-20.9764,141.007,126.0,AvGas
YGAY,Gayndah Airport,-25.6144,151.619,127.0,AvGas
YGAM,Gamboola Airport,-16.55,143.667,127.0,JA-a
YGDS,Gregory Downs Airport,-18.625,139.233,130.0,AvGas
YBOI,Boigu Island Airport,-9.23278,142.218,132.0,AvGas
YGKL,Great Keppel Island Airport,-23.1833,150.942,119.0,JA-a
YGLE,Glengyle Airport,-24.8083,139.6,136.0,JA-a
YGLO,Glenormiston Airport,-22.8883,138.825,133.0,JA-a
YGLA,Gladstone Airport,-23.8697,151.223,124.0,AvGas
YGDI,Goondiwindi Airport,-28.5214,150.32,135.0,JA-a
YGON,Mount Gordon Airport,-19.7726,139.404,133.0,AvGas
YGTN,Georgetown Airport,-18.305,143.53,128.0,AvGas
YGNV,Greenvale Airport,-18.9966,145.014,121.0,JA-a
YGYM,Gympie Airport,-26.2828,152.702,126.0,JA-a
YHTL,Heathlands Airport,-11.7369,142.577,134.0,AvGas
YHUG,Hughenden Airport,-20.815,144.225,123.0,JA-a
YHID,Horn Island Airport,-10.5864,142.29,121.0,JA-a
YHHY,Highbury Airport,-16.4244,143.146,129.0,AvGas
YHDY,Headingly Airport,-21.3333,138.283,134.0,JA-a
YBHM,Great Barrier Reef Airport,-20.3581,148.952,129.0,JA-a
YHBA,Hervey Bay Airport,-25.3189,152.88,123.0,JA-a
YIFY,Iffley Airport,-18.9,141.217,127.0,JA-a
YIFL,Innisfail Airport,-17.5594,146.012,133.0,JA-a
